Locus,Total_Depth,Average_Depth_sample,Depth_for_17
chr15:43910879,0,0.00,0
chr15:43910880,0,0.00,0
chr15:43910881,0,0.00,0
chr15:43910882,0,0.00,0
chr15:43910883,0,0.00,0
chr15:43910884,0,0.00,0
chr15:43910885,0,0.00,0
chr15:43910886,0,0.00,0
chr15:43910887,0,0.00,0
chr15:43910888,0,0.00,0
chr15:43910889,0,0.00,0
chr15:43910890,0,0.00,0
chr15:43910891,0,0.00,0
chr15:43910892,0,0.00,0
chr15:43910893,0,0.00,0
chr15:43910894,0,0.00,0
chr15:43910895,0,0.00,0
chr15:43910896,0,0.00,0
chr15:43910897,0,0.00,0
chr15:43910898,0,0.00,0
chr15:43910899,0,0.00,0
chr15:43910900,0,0.00,0
chr15:43910901,0,0.00,0
chr15:43910902,0,0.00,0
chr15:43910903,0,0.00,0
chr15:43910904,0,0.00,0
chr15:43910905,0,0.00,0
chr15:43910906,0,0.00,0
chr15:43910907,0,0.00,0
chr15:43910908,0,0.00,0
chr15:43910909,0,0.00,0
chr15:43910910,0,0.00,0
chr15:43910911,0,0.00,0
chr15:43910912,0,0.00,0
chr15:43910913,0,0.00,0
chr15:43910914,0,0.00,0
chr15:43910915,0,0.00,0
chr15:43910916,0,0.00,0
chr15:43910917,0,0.00,0
chr15:43910918,0,0.00,0
chr15:43910919,0,0.00,0
chr15:43910920,0,0.00,0
chr15:43910921,0,0.00,0
chr15:43910922,0,0.00,0
chr15:43910923,0,0.00,0
chr15:43910924,0,0.00,0
chr15:43910925,0,0.00,0
chr15:43910926,0,0.00,0
chr15:43910927,0,0.00,0
chr15:43910928,0,0.00,0
chr15:43910929,0,0.00,0
chr15:43910930,0,0.00,0
chr15:43910931,0,0.00,0
chr15:43910932,0,0.00,0
chr15:43910933,0,0.00,0
chr15:43910934,0,0.00,0
chr15:43910935,0,0.00,0
chr15:43910936,0,0.00,0
chr15:43910937,0,0.00,0
chr15:43910938,0,0.00,0
chr15:43910939,0,0.00,0
chr15:43910940,0,0.00,0
chr16:21747562,0,0.00,0
chr16:21747563,0,0.00,0
chr16:21747564,0,0.00,0
chr16:21747565,0,0.00,0
chr16:21747566,0,0.00,0
chr16:21747567,0,0.00,0
chr16:21747568,0,0.00,0
chr16:21747569,0,0.00,0
chr16:21747570,0,0.00,0
chr16:21747571,0,0.00,0
chr16:21747572,0,0.00,0
chr16:21747573,0,0.00,0
chr16:21747574,0,0.00,0
chr16:21747575,0,0.00,0
chr16:21747576,0,0.00,0
chr16:21747577,0,0.00,0
chr16:21747578,0,0.00,0
chr16:21747579,0,0.00,0
chr16:21747580,0,0.00,0
chr16:21747581,0,0.00,0
chr16:21747582,0,0.00,0
chr16:21747583,0,0.00,0
chr16:21747584,0,0.00,0
chr16:21747585,0,0.00,0
chr16:21747586,0,0.00,0
chr16:21752022,0,0.00,0
chr16:21752023,0,0.00,0
chr16:21752024,0,0.00,0
chr16:21752025,0,0.00,0
chr16:21752026,0,0.00,0
chr16:21752027,0,0.00,0
chr16:21752028,0,0.00,0
chr16:21752029,0,0.00,0
chr16:21752030,0,0.00,0
chr16:21752031,0,0.00,0
chr16:21752032,0,0.00,0
chr16:21752033,0,0.00,0
chr16:21752034,0,0.00,0
chr16:21752035,0,0.00,0
chr16:21752036,0,0.00,0
chr16:21752037,0,0.00,0
chr16:21752038,0,0.00,0
chr16:21752039,0,0.00,0
chr16:21752040,0,0.00,0
chr16:21752041,0,0.00,0
chr16:21752042,0,0.00,0
chr16:21752043,0,0.00,0
chr16:21752044,0,0.00,0
chr16:21752045,0,0.00,0
chr16:21752046,0,0.00,0
chr16:21752047,0,0.00,0
chr16:21752048,0,0.00,0
chr16:21752049,0,0.00,0
chr16:21752050,0,0.00,0
chr16:21752051,0,0.00,0
chr16:21752052,0,0.00,0
chr16:21752053,0,0.00,0
chr16:21752054,0,0.00,0
chr16:21752055,0,0.00,0
chr16:21752056,0,0.00,0
chr16:21752057,0,0.00,0
chr16:21752058,0,0.00,0
chr16:21752059,0,0.00,0
chr16:21752060,0,0.00,0
chr16:21752061,0,0.00,0
chr16:21752062,0,0.00,0
chr16:21752063,0,0.00,0
chr16:21752064,0,0.00,0
chr16:21752065,0,0.00,0
chr16:21752066,0,0.00,0
chr16:21752067,0,0.00,0
chr16:21752068,0,0.00,0
chr16:21752069,0,0.00,0
chr16:21752070,0,0.00,0
chr16:21752071,0,0.00,0
chr16:21752072,0,0.00,0
chr16:21752073,0,0.00,0
chr16:21752074,0,0.00,0
chr16:21752075,0,0.00,0
chr16:21752076,0,0.00,0
chr16:21752077,0,0.00,0
chr16:21752078,0,0.00,0
chr16:21752079,0,0.00,0
chr16:21752080,0,0.00,0
chr16:21752081,0,0.00,0
chr16:21752082,0,0.00,0
chr16:21752083,0,0.00,0
chr16:21752084,0,0.00,0
chr16:21752085,0,0.00,0
chr16:21752086,0,0.00,0
chr16:21752087,0,0.00,0
chr16:21752088,0,0.00,0
chr16:21752089,0,0.00,0
chr16:21752090,0,0.00,0
chr16:21752091,0,0.00,0
chr16:21752092,0,0.00,0
chr16:21752093,0,0.00,0
chr16:21752094,0,0.00,0
chr16:21752095,0,0.00,0
chr16:21752096,0,0.00,0
chr16:21752097,0,0.00,0
chr16:21752098,0,0.00,0
chr16:21752099,0,0.00,0
chr16:21752100,0,0.00,0
chr16:21752101,0,0.00,0
chr16:21752102,0,0.00,0
chr16:21752103,0,0.00,0
chr16:21752104,0,0.00,0
chr16:21752105,0,0.00,0
chr16:21752106,0,0.00,0
chr16:21752107,0,0.00,0
chr16:21752108,0,0.00,0
chr16:21752109,0,0.00,0
chr16:21752110,0,0.00,0
chr16:21752111,0,0.00,0
chr16:21752112,0,0.00,0
chr16:21752113,0,0.00,0
chr16:21752114,0,0.00,0
chr16:21752115,0,0.00,0
chr16:21752116,0,0.00,0
chr16:21752117,0,0.00,0
chr16:21752118,0,0.00,0
chr16:21752119,0,0.00,0
chr16:21752120,0,0.00,0
chr16:21752121,0,0.00,0
chr16:21752122,0,0.00,0
chr16:21752123,0,0.00,0
chr16:21752124,0,0.00,0
chr16:21752125,0,0.00,0
chr16:21752126,0,0.00,0
chr16:21752127,0,0.00,0
chr16:21752128,0,0.00,0
chr16:21752129,0,0.00,0
chr16:21752130,0,0.00,0
chr16:21752131,0,0.00,0
chr16:21752132,0,0.00,0
chr16:21752133,0,0.00,0
chr16:21752134,0,0.00,0
chr16:21752135,0,0.00,0
chr16:21752136,0,0.00,0
chr16:21752137,0,0.00,0
chr16:21752138,0,0.00,0
chr16:21752139,0,0.00,0
chr16:21752140,0,0.00,0
chr16:21752141,0,0.00,0
chr16:21752142,0,0.00,0
chr16:21752143,0,0.00,0
chr16:21752144,0,0.00,0
chr16:21752145,0,0.00,0
chr16:21752146,0,0.00,0
chr16:21752147,0,0.00,0
chr16:21752148,0,0.00,0
chr16:21752149,0,0.00,0
chr16:21752150,0,0.00,0
chr16:21752151,0,0.00,0
chr16:21752152,0,0.00,0
chr16:21752153,0,0.00,0
chr16:21752154,0,0.00,0
chr16:21752155,0,0.00,0
chr16:21752156,0,0.00,0
chr16:21752157,0,0.00,0
chr16:21752158,0,0.00,0
chr16:21752159,0,0.00,0
chr16:21752160,0,0.00,0
chr16:21752161,0,0.00,0
chr16:21752162,0,0.00,0
chr16:21752163,0,0.00,0
chr16:21752164,0,0.00,0
chr16:21752165,0,0.00,0
chr16:21752166,0,0.00,0
chr16:21752167,0,0.00,0
chr16:21752168,0,0.00,0
chr16:21752169,0,0.00,0
chr16:21752170,0,0.00,0
chr16:21752171,0,0.00,0
chr16:21752172,0,0.00,0
chr16:21752173,0,0.00,0
chr16:21752174,0,0.00,0
chr16:21752175,0,0.00,0
chr16:21752176,0,0.00,0
chr16:21752177,0,0.00,0
chr16:21752178,0,0.00,0
chr16:21752179,0,0.00,0
chr16:21752180,0,0.00,0
chr16:21752181,0,0.00,0
chr16:21752182,0,0.00,0
chr16:21752183,0,0.00,0
chr16:21752184,0,0.00,0
chr16:21752185,0,0.00,0
chr16:21752186,0,0.00,0
chr16:21752187,0,0.00,0
chr16:21752188,0,0.00,0
chr16:21752189,0,0.00,0
chr16:21752190,0,0.00,0
chr16:21752191,0,0.00,0
chr16:21752192,0,0.00,0
chr16:21752193,0,0.00,0
chr16:21752194,0,0.00,0
chr16:21752195,0,0.00,0
chr16:21752196,0,0.00,0
chr16:21752197,0,0.00,0
chr16:21752198,0,0.00,0
chr16:21752199,0,0.00,0
chr16:21752200,0,0.00,0
chr16:21752201,0,0.00,0
chr16:21752202,0,0.00,0
chr16:21752203,0,0.00,0
chr16:21752204,0,0.00,0
chr16:21752205,0,0.00,0
chr16:21752206,0,0.00,0
chr16:21752207,0,0.00,0
chr16:21752208,0,0.00,0
chr16:21752209,0,0.00,0
chr16:21752210,0,0.00,0
chr16:21752211,0,0.00,0
chr16:21752212,0,0.00,0
chr16:21752213,0,0.00,0
chr16:21752214,0,0.00,0
chr16:21752215,0,0.00,0
chr16:21752216,0,0.00,0
chr16:21752217,0,0.00,0
chr16:21752218,0,0.00,0
chr16:21752219,0,0.00,0
chr16:21752220,0,0.00,0
chr16:21752221,0,0.00,0
chr16:21752222,0,0.00,0
chr16:21752223,0,0.00,0
chr16:21752224,0,0.00,0
chr16:21752225,0,0.00,0
chr16:21752226,0,0.00,0
chr16:21752227,0,0.00,0
chr16:21752228,0,0.00,0
chr16:21752229,0,0.00,0
chr16:21752230,0,0.00,0
chr16:21752231,0,0.00,0
chr16:21752232,0,0.00,0
chr16:21752233,0,0.00,0
chr16:21752234,0,0.00,0
chr16:21752235,0,0.00,0
chr16:21752236,0,0.00,0
chr16:21752237,0,0.00,0
chr16:21752238,0,0.00,0
chr16:21752239,0,0.00,0
chr16:21752240,0,0.00,0
chr16:21752241,0,0.00,0
chr16:21752242,0,0.00,0
chr16:21752243,0,0.00,0
chr16:21752244,0,0.00,0
chr16:21752245,0,0.00,0
chr16:21752246,0,0.00,0
chr16:21752247,0,0.00,0
chr16:21752248,0,0.00,0
chr16:21752249,0,0.00,0
chr16:21756182,0,0.00,0
chr16:21756183,0,0.00,0
chr16:21756184,0,0.00,0
chr16:21756185,0,0.00,0
chr16:21756186,0,0.00,0
chr16:21756187,0,0.00,0
chr16:21756188,0,0.00,0
chr16:21756189,0,0.00,0
chr16:21756190,0,0.00,0
chr16:21756191,0,0.00,0
chr16:21756192,0,0.00,0
chr16:21756193,0,0.00,0
chr16:21756194,0,0.00,0
chr16:21756195,0,0.00,0
chr16:21756196,0,0.00,0
chr16:21756197,0,0.00,0
chr16:21756198,0,0.00,0
chr16:21756199,0,0.00,0
chr16:21756200,0,0.00,0
chr16:21756201,0,0.00,0
chr16:21756202,0,0.00,0
chr16:21756203,0,0.00,0
chr16:21756204,0,0.00,0
chr16:21756205,0,0.00,0
chr16:21756206,0,0.00,0
chr16:21756207,0,0.00,0
chr16:21756208,0,0.00,0
chr16:21756209,0,0.00,0
chr16:21756210,0,0.00,0
chr16:21756211,0,0.00,0
chr16:21756212,0,0.00,0
chr16:21756213,0,0.00,0
chr16:21756214,0,0.00,0
chr16:21756215,0,0.00,0
chr16:21756216,0,0.00,0
chr16:21756217,0,0.00,0
chr16:21756218,0,0.00,0
chr16:21756219,0,0.00,0
chr16:21756220,0,0.00,0
chr16:21756221,0,0.00,0
chr16:21756222,0,0.00,0
chr16:21756223,0,0.00,0
chr16:21756224,0,0.00,0
chr16:21756225,0,0.00,0
chr16:21756226,0,0.00,0
chr16:21756227,0,0.00,0
chr16:21756228,0,0.00,0
chr16:21756229,0,0.00,0
chr16:21756230,0,0.00,0
chr16:21756231,0,0.00,0
chr16:21756232,0,0.00,0
chr16:21756233,0,0.00,0
chr16:21756234,0,0.00,0
chr16:21756235,0,0.00,0
chr16:21756236,0,0.00,0
chr16:21756237,0,0.00,0
chr16:21756238,0,0.00,0
chr16:21756239,0,0.00,0
chr16:21756240,0,0.00,0
chr16:21756241,0,0.00,0
chr16:21756242,0,0.00,0
chr16:21756243,0,0.00,0
chr16:21756244,0,0.00,0
chr16:21756245,0,0.00,0
chr16:21756246,0,0.00,0
chr16:21756247,0,0.00,0
chr16:21756248,0,0.00,0
chr16:21756249,0,0.00,0
chr16:21756250,0,0.00,0
chr16:21756251,0,0.00,0
chr16:21756252,0,0.00,0
chr16:21756253,0,0.00,0
chr16:21756254,0,0.00,0
chr16:21756255,0,0.00,0
chr16:21756256,0,0.00,0
chr16:21756257,0,0.00,0
chr16:21756258,0,0.00,0
chr16:21756259,0,0.00,0
chr16:21756260,0,0.00,0
chr16:21756261,0,0.00,0
chr16:21756262,0,0.00,0
chr16:21756263,0,0.00,0
chr16:21756264,0,0.00,0
chr16:21756265,0,0.00,0
chr16:21756266,0,0.00,0
chr16:21756267,0,0.00,0
chr16:21756268,0,0.00,0
chr16:21756269,0,0.00,0
chr16:21763236,0,0.00,0
chr16:21763237,0,0.00,0
chr16:21763238,0,0.00,0
chr16:21763239,0,0.00,0
chr16:21763240,0,0.00,0
chr16:21763241,0,0.00,0
chr16:21763242,0,0.00,0
chr16:21763243,0,0.00,0
chr16:21763244,0,0.00,0
chr16:21763245,0,0.00,0
chr16:21763246,0,0.00,0
chr16:21763247,0,0.00,0
chr16:21763248,0,0.00,0
chr16:21763249,0,0.00,0
chr16:21763250,0,0.00,0
chr16:21763251,0,0.00,0
chr16:21763252,0,0.00,0
chr16:21763253,0,0.00,0
chr16:21763254,0,0.00,0
chr16:21763255,0,0.00,0
chr16:21763256,0,0.00,0
chr16:21763257,0,0.00,0
chr16:21763258,0,0.00,0
chr16:21763259,0,0.00,0
chr16:21763260,0,0.00,0
chr16:21763261,0,0.00,0
chr16:21763262,0,0.00,0
chr16:21763263,0,0.00,0
chr16:21763264,0,0.00,0
chr16:21763265,0,0.00,0
chr16:21763266,0,0.00,0
chr16:21763267,0,0.00,0
chr16:21763268,0,0.00,0
chr16:21763269,0,0.00,0
chr16:21763270,0,0.00,0
chr16:21763271,0,0.00,0
chr16:21763272,0,0.00,0
chr16:21763273,0,0.00,0
chr16:21763274,0,0.00,0
chr16:21763275,0,0.00,0
chr16:21763276,0,0.00,0
chr16:21763277,0,0.00,0
chr16:21763278,0,0.00,0
chr16:21763279,0,0.00,0
chr16:21763280,0,0.00,0
chr16:21763281,0,0.00,0
chr16:21763282,0,0.00,0
chr16:21763283,0,0.00,0
chr16:21763284,0,0.00,0
chr16:21763285,0,0.00,0
chr16:21763286,0,0.00,0
chr16:21763287,0,0.00,0
chr16:21763288,0,0.00,0
chr16:21763289,0,0.00,0
chr16:21763290,0,0.00,0
chr16:21763291,0,0.00,0
chr16:21763292,0,0.00,0
chr16:21763293,0,0.00,0
chr16:21763294,0,0.00,0
chr16:21763295,0,0.00,0
chr16:21763296,0,0.00,0
chr16:21763297,0,0.00,0
chr16:21763298,0,0.00,0
chr16:21763299,0,0.00,0
chr16:21763300,0,0.00,0
chr16:21763301,0,0.00,0
chr16:21763302,0,0.00,0
chr16:21763303,0,0.00,0
chr16:21763304,0,0.00,0
chr16:21763305,0,0.00,0
chr16:21763306,0,0.00,0
chr16:21763307,0,0.00,0
chr16:21763308,0,0.00,0
chr16:21763309,0,0.00,0
chr16:21763310,0,0.00,0
chr16:21763311,0,0.00,0
chr16:21763312,0,0.00,0
chr16:21763313,0,0.00,0
chr16:21763314,0,0.00,0
chr16:21763315,0,0.00,0
chr16:21763316,0,0.00,0
chr16:21763317,0,0.00,0
chr16:21763318,0,0.00,0
chr16:21763319,0,0.00,0
chr16:21763320,0,0.00,0
chr16:21763321,0,0.00,0
chr16:21763322,0,0.00,0
chr16:21763323,0,0.00,0
chr16:21763324,0,0.00,0
chr16:21763325,0,0.00,0
chr16:21763326,0,0.00,0
chr16:21763327,0,0.00,0
chr16:21763328,0,0.00,0
chr16:21763329,0,0.00,0
chr16:21763330,0,0.00,0
chr16:21763331,0,0.00,0
chr16:21763332,0,0.00,0
chr16:21763333,0,0.00,0
chr16:21763334,0,0.00,0
chr16:21763335,0,0.00,0
chr16:21763336,0,0.00,0
chr16:21763337,0,0.00,0
chr16:21763338,0,0.00,0
chr16:21763339,0,0.00,0
chr16:21763340,0,0.00,0
chr16:21763341,0,0.00,0
chr16:21763342,0,0.00,0
chr16:21763343,0,0.00,0
chr16:21763344,0,0.00,0
chr16:21763345,0,0.00,0
chr16:21763346,0,0.00,0
chr16:21763347,0,0.00,0
chr16:21763348,0,0.00,0
chr16:21763349,0,0.00,0
chr16:21763350,0,0.00,0
chr16:21763351,0,0.00,0
chr16:21763352,0,0.00,0
chr16:21763353,0,0.00,0
chr16:21763354,0,0.00,0
chr16:21763355,0,0.00,0
chr16:21763356,0,0.00,0
chr16:21763357,0,0.00,0
chr16:21763358,0,0.00,0
chr16:21763359,0,0.00,0
chr16:21763360,0,0.00,0
chr16:21763361,0,0.00,0
chr16:21763362,0,0.00,0
chr16:21763363,0,0.00,0
chr16:21763364,0,0.00,0
chr16:21763365,0,0.00,0
chr16:21763366,0,0.00,0
chr16:21763367,0,0.00,0
chr16:21763368,0,0.00,0
chr16:21763369,0,0.00,0
chr16:21763370,0,0.00,0
chr16:21763371,0,0.00,0
chr16:21763372,0,0.00,0
chr16:21763373,0,0.00,0
chr16:21763374,0,0.00,0
chr16:21763375,0,0.00,0
chr16:21763376,0,0.00,0
chr16:21763377,0,0.00,0
chr16:21763378,0,0.00,0
chr16:21763379,0,0.00,0
chr16:21763380,0,0.00,0
chr16:21763381,0,0.00,0
chr16:21763382,0,0.00,0
chr16:21763383,0,0.00,0
chr16:21763384,0,0.00,0
chr16:21763385,0,0.00,0
chr16:21763386,0,0.00,0
chr16:21763387,0,0.00,0
chr16:21763388,0,0.00,0
chr16:21763389,0,0.00,0
chr16:21763390,0,0.00,0
chr16:21763391,0,0.00,0
chr16:21763392,0,0.00,0
chr16:21763393,0,0.00,0
chr16:21763394,0,0.00,0
chr16:21763395,0,0.00,0
chr16:21763396,0,0.00,0
chr16:21763397,0,0.00,0
chr16:21763398,0,0.00,0
chr16:21763399,0,0.00,0
chr16:21763400,0,0.00,0
chr16:21763401,0,0.00,0
chr16:21763402,0,0.00,0
chr16:21763403,0,0.00,0
chr16:21763404,0,0.00,0
chr16:21763405,0,0.00,0
chr16:21763406,0,0.00,0
chr16:21763407,0,0.00,0
chr16:21763408,0,0.00,0
chr16:21763409,0,0.00,0
chr16:21763410,0,0.00,0
chr16:21763411,0,0.00,0
chr16:21763412,0,0.00,0
chr16:21763413,0,0.00,0
chr16:21763414,0,0.00,0
chr16:21763415,0,0.00,0
chr16:21763416,0,0.00,0
chr16:21763417,0,0.00,0
chr16:21763418,0,0.00,0
chr16:21763670,0,0.00,0
chr16:21763671,0,0.00,0
chr16:21763672,0,0.00,0
chr16:21763673,0,0.00,0
chr16:21763674,0,0.00,0
chr16:21763675,0,0.00,0
chr16:21763676,0,0.00,0
chr16:21763677,0,0.00,0
chr16:21763678,0,0.00,0
chr16:21763679,0,0.00,0
chr16:21763680,0,0.00,0
chr16:21763681,0,0.00,0
chr16:21763682,0,0.00,0
chr16:21763683,0,0.00,0
chr16:21763684,0,0.00,0
chr16:21763685,0,0.00,0
chr16:21763686,0,0.00,0
chr16:21763687,0,0.00,0
chr16:21763688,0,0.00,0
chr16:21763689,0,0.00,0
chr16:21763690,0,0.00,0
chr16:21763691,0,0.00,0
chr16:21763692,0,0.00,0
chr16:21763693,0,0.00,0
chr16:21763694,0,0.00,0
chr16:21763695,0,0.00,0
chr16:21763696,0,0.00,0
chr16:21763697,0,0.00,0
chr16:21763698,0,0.00,0
chr16:21763699,0,0.00,0
chr16:21763700,0,0.00,0
chr16:21763701,0,0.00,0
chr16:21763702,0,0.00,0
chr16:21763703,0,0.00,0
chr16:21763704,0,0.00,0
chr16:21763705,0,0.00,0
chr16:21763706,0,0.00,0
chr16:21763707,0,0.00,0
chr16:21763708,0,0.00,0
chr16:21763709,0,0.00,0
chr16:21764328,0,0.00,0
chr16:21764329,0,0.00,0
chr16:21764330,0,0.00,0
chr16:21764331,0,0.00,0
chr16:21764332,0,0.00,0
chr16:21764333,0,0.00,0
chr16:21764334,0,0.00,0
chr16:21764335,0,0.00,0
chr16:21764336,0,0.00,0
chr16:21764337,0,0.00,0
chr16:21764338,0,0.00,0
chr16:21764339,0,0.00,0
chr16:21764340,0,0.00,0
chr16:21764341,0,0.00,0
chr16:21764342,0,0.00,0
chr16:21764343,0,0.00,0
chr16:21764344,0,0.00,0
chr16:21764345,0,0.00,0
chr16:21764346,0,0.00,0
chr16:21764347,0,0.00,0
chr16:21764348,0,0.00,0
chr16:21764349,0,0.00,0
chr16:21764350,0,0.00,0
chr16:21764351,0,0.00,0
chr16:21764352,0,0.00,0
chr16:21764353,0,0.00,0
chr16:21764354,0,0.00,0
chr16:21764355,0,0.00,0
chr16:21764356,0,0.00,0
chr16:21764357,0,0.00,0
chr16:21764358,0,0.00,0
chr16:21764359,0,0.00,0
chr16:21764360,0,0.00,0
chr16:21764361,0,0.00,0
chr16:21764362,0,0.00,0
chr16:21764363,0,0.00,0
chr16:21764364,0,0.00,0
chr16:21764365,0,0.00,0
chr16:21764366,0,0.00,0
chr16:21764367,0,0.00,0
chr16:21764368,0,0.00,0
chr16:21764369,0,0.00,0
chr16:21764370,0,0.00,0
chr16:21764371,0,0.00,0
chr16:21764372,0,0.00,0
chr16:21764373,0,0.00,0
chr16:21764374,0,0.00,0
chr16:21764375,0,0.00,0
chr16:21764376,0,0.00,0
chr16:21764377,0,0.00,0
chr16:21764378,0,0.00,0
chr16:21764379,0,0.00,0
chr16:21764380,0,0.00,0
chr16:21764381,0,0.00,0
chr16:21764382,0,0.00,0
chr16:21764383,0,0.00,0
chr16:21764384,0,0.00,0
chr16:21764385,0,0.00,0
chr16:21764386,0,0.00,0
chr16:21764387,0,0.00,0
chr16:21764388,0,0.00,0
chr16:21764389,0,0.00,0
chr16:21764390,0,0.00,0
chr16:21764391,0,0.00,0
chr16:21764392,0,0.00,0
chr16:21764393,0,0.00,0
chr16:21764394,0,0.00,0
chr16:21764395,0,0.00,0
chr16:21764396,0,0.00,0
chr16:21764397,0,0.00,0
chr16:21764398,0,0.00,0
chr16:21764399,0,0.00,0
chr16:21764400,0,0.00,0
chr16:21764401,0,0.00,0
chr16:21764402,0,0.00,0
chr16:21764403,0,0.00,0
chr16:21764404,0,0.00,0
chr16:21764405,0,0.00,0
chr16:21764406,0,0.00,0
chr16:21764407,0,0.00,0
chr16:21764408,0,0.00,0
chr16:21764409,0,0.00,0
chr16:21764410,0,0.00,0
chr16:21764411,0,0.00,0
chr16:21764412,0,0.00,0
chr16:21764413,0,0.00,0
chr16:21764414,0,0.00,0
chr16:21764415,0,0.00,0
chr16:21764416,0,0.00,0
chr16:21764417,0,0.00,0
chr16:21764418,0,0.00,0
chr16:21764419,0,0.00,0
chr16:21764420,0,0.00,0
chr16:21764421,0,0.00,0
chr16:21764422,0,0.00,0
chr16:21764423,0,0.00,0
chr16:21764424,0,0.00,0
chr16:21764425,0,0.00,0
chr16:21764426,0,0.00,0
chr16:21764427,0,0.00,0
chr16:21764428,0,0.00,0
chr16:21764429,0,0.00,0
chr16:21764430,0,0.00,0
chr16:21764431,0,0.00,0
chr16:21764432,0,0.00,0
chr16:21764433,0,0.00,0
chr16:21764434,0,0.00,0
chr16:21764435,0,0.00,0
chr16:21764436,0,0.00,0
chr16:21764437,0,0.00,0
chr16:21764438,0,0.00,0
chr16:21764439,0,0.00,0
chr16:21764440,0,0.00,0
chr16:21764441,0,0.00,0
chr16:21764442,0,0.00,0
chr16:21764443,0,0.00,0
chr16:21764444,0,0.00,0
chr16:21764445,0,0.00,0
chr16:21764446,0,0.00,0
chr16:21764447,0,0.00,0
chr16:21764448,0,0.00,0
chr16:21764449,0,0.00,0
chr16:21764450,0,0.00,0
chr16:21764451,0,0.00,0
chr16:21764452,0,0.00,0
chr16:21764453,0,0.00,0
chr16:21764454,0,0.00,0
chr16:21764455,0,0.00,0
chr16:21764456,0,0.00,0
chr16:21764457,0,0.00,0
chr16:21764458,0,0.00,0
chr16:21764459,0,0.00,0
chr16:21764460,0,0.00,0
chr16:21764461,0,0.00,0
chr16:21764462,0,0.00,0
chr16:21764463,0,0.00,0
chr16:21764464,0,0.00,0
chr16:21764465,0,0.00,0
chr16:21768383,0,0.00,0
chr16:21768384,0,0.00,0
chr16:21768385,0,0.00,0
chr16:21768386,0,0.00,0
chr16:21768387,0,0.00,0
chr16:21768388,0,0.00,0
chr16:21768389,0,0.00,0
chr16:21768390,0,0.00,0
chr16:21768391,0,0.00,0
chr16:21768392,0,0.00,0
chr16:21768393,0,0.00,0
chr16:21768394,0,0.00,0
chr16:21768395,0,0.00,0
chr16:21768396,0,0.00,0
chr16:21768397,0,0.00,0
chr16:21768398,0,0.00,0
chr16:21768399,0,0.00,0
chr16:21768400,0,0.00,0
chr16:21768401,0,0.00,0
chr16:21768402,0,0.00,0
chr16:21768403,0,0.00,0
chr16:21768404,0,0.00,0
chr16:21768405,0,0.00,0
chr16:21768406,0,0.00,0
chr16:21768407,0,0.00,0
chr16:21768408,0,0.00,0
chr16:21768409,0,0.00,0
chr16:21768410,0,0.00,0
chr16:21768411,0,0.00,0
chr16:21768412,0,0.00,0
chr16:21768413,0,0.00,0
chr16:21768414,0,0.00,0
chr16:21768415,0,0.00,0
chr16:21768416,0,0.00,0
chr16:21768417,0,0.00,0
chr16:21768418,0,0.00,0
chr16:21768419,0,0.00,0
chr16:21768420,0,0.00,0
chr16:21768421,0,0.00,0
chr16:21768422,0,0.00,0
chr16:21768423,0,0.00,0
chr16:21768424,0,0.00,0
chr16:21768425,0,0.00,0
chr16:21768426,0,0.00,0
chr16:21768427,0,0.00,0
chr16:21768428,0,0.00,0
chr16:21768429,0,0.00,0
chr16:21768430,0,0.00,0
chr16:21768431,0,0.00,0
chr16:21768432,0,0.00,0
chr16:21768433,0,0.00,0
chr16:21768434,0,0.00,0
chr16:21768435,0,0.00,0
chr16:21768436,0,0.00,0
chr16:21768437,0,0.00,0
chr16:21768438,0,0.00,0
chr16:21768439,0,0.00,0
chr16:21768440,0,0.00,0
chr16:21768441,0,0.00,0
chr16:21768442,0,0.00,0
chr16:21768443,0,0.00,0
chr16:21768444,0,0.00,0
chr16:21768445,0,0.00,0
chr16:21768446,0,0.00,0
chr16:21768447,0,0.00,0
chr16:21768448,0,0.00,0
chr16:21768449,0,0.00,0
chr16:21768450,0,0.00,0
chr16:21768451,0,0.00,0
chr16:21768452,0,0.00,0
chr16:21768453,0,0.00,0
chr16:21768454,0,0.00,0
chr16:21768455,0,0.00,0
chr16:21768456,0,0.00,0
chr16:21768457,0,0.00,0
chr16:21768458,0,0.00,0
chr16:21768459,0,0.00,0
chr16:21768460,0,0.00,0
chr16:21768461,0,0.00,0
chr16:21768462,0,0.00,0
chr16:21768463,0,0.00,0
chr16:21768464,0,0.00,0
chr16:21768465,0,0.00,0
chr16:21768466,0,0.00,0
chr16:21768467,0,0.00,0
chr16:21768468,0,0.00,0
chr16:21768469,0,0.00,0
chr16:21768470,0,0.00,0
chr16:21768471,0,0.00,0
chr16:21768472,0,0.00,0
chr16:21768473,0,0.00,0
chr16:21768474,0,0.00,0
chr16:21768475,0,0.00,0
chr16:21768476,0,0.00,0
chr16:21768477,0,0.00,0
chr16:21768478,0,0.00,0
chr16:21768479,0,0.00,0
chr16:21768480,0,0.00,0
chr16:21768481,0,0.00,0
chr16:21768482,0,0.00,0
chr16:21768483,0,0.00,0
chr16:21768484,0,0.00,0
chr16:21768485,0,0.00,0
chr16:21768486,0,0.00,0
chr16:21768487,0,0.00,0
chr16:21768488,0,0.00,0
chr16:21768489,0,0.00,0
chr16:21768490,0,0.00,0
chr16:21768491,0,0.00,0
